photo,class
cardboard763.jpg,1.0
plastic669.jpg,3.0
paper861.jpg,1.0
cardboard356.jpg,1.0
white-glass616.jpg,4.0
metal246.jpg,2.0
cardboard723.jpg,1.0
brown-glass151.jpg,4.0
brown-glass589.jpg,4.0
plastic378.jpg,3.0
plastic391.jpg,3.0
paper616.jpg,1.0
plastic80.jpg,3.0
white-glass309.jpg,4.0
metal43.jpg,2.0
paper57.jpg,1.0
green-glass334.jpg,4.0
green-glass444.jpg,4.0
white-glass533.jpg,4.0
white-glass527.jpg,4.0
plastic98.jpg,3.0
paper394.jpg,1.0
cardboard784.jpg,1.0
plastic760.jpg,3.0
brown-glass456.jpg,4.0
paper914.jpg,1.0
paper907.jpg,1.0
plastic546.jpg,3.0
metal124.jpg,2.0
white-glass159.jpg,4.0
cardboard125.jpg,1.0
cardboard759.jpg,1.0
cardboard470.jpg,1.0
metal264.jpg,2.0
paper820.jpg,1.0
paper14.jpg,1.0
brown-glass591.jpg,4.0
metal515.jpg,2.0
green-glass226.jpg,4.0
plastic360.jpg,3.0
paper264.jpg,1.0
cardboard323.jpg,1.0
cardboard29.jpg,1.0
green-glass61.jpg,4.0
metal751.jpg,2.0
paper192.jpg,1.0
paper6.jpg,1.0
plastic774.jpg,3.0
metal130.jpg,2.0
brown-glass189.jpg,4.0
paper1016.jpg,1.0
white-glass471.jpg,4.0
metal306.jpg,2.0
cardboard584.jpg,1.0
green-glass620.jpg,4.0
white-glass420.jpg,4.0
paper217.jpg,1.0
brown-glass503.jpg,4.0
paper52.jpg,1.0
plastic633.jpg,3.0
plastic148.jpg,3.0
brown-glass481.jpg,4.0
white-glass636.jpg,4.0
plastic638.jpg,3.0
paper819.jpg,1.0
plastic45.jpg,3.0
plastic192.jpg,3.0
cardboard673.jpg,1.0
white-glass590.jpg,4.0
cardboard734.jpg,1.0
brown-glass137.jpg,4.0
cardboard731.jpg,1.0
metal287.jpg,2.0
white-glass234.jpg,4.0
white-glass540.jpg,4.0
cardboard43.jpg,1.0
white-glass149.jpg,4.0
cardboard496.jpg,1.0
green-glass341.jpg,4.0
brown-glass499.jpg,4.0
paper973.jpg,1.0
brown-glass8.jpg,4.0
paper344.jpg,1.0
plastic735.jpg,3.0
green-glass134.jpg,4.0
green-glass58.jpg,4.0
paper643.jpg,1.0
green-glass18.jpg,4.0
green-glass422.jpg,4.0
green-glass575.jpg,4.0
white-glass330.jpg,4.0
white-glass381.jpg,4.0
paper799.jpg,1.0
cardboard772.jpg,1.0
cardboard110.jpg,1.0
brown-glass24.jpg,4.0
metal578.jpg,2.0
plastic518.jpg,3.0
paper246.jpg,1.0
white-glass772.jpg,4.0
plastic84.jpg,3.0
paper873.jpg,1.0
plastic842.jpg,3.0
green-glass421.jpg,4.0
metal260.jpg,2.0
white-glass701.jpg,4.0
metal605.jpg,2.0
green-glass36.jpg,4.0
metal727.jpg,2.0
white-glass157.jpg,4.0
metal757.jpg,2.0
metal654.jpg,2.0
white-glass115.jpg,4.0
metal341.jpg,2.0
green-glass183.jpg,4.0
plastic275.jpg,3.0
brown-glass323.jpg,4.0
white-glass265.jpg,4.0
brown-glass423.jpg,4.0
green-glass310.jpg,4.0
cardboard353.jpg,1.0
white-glass518.jpg,4.0
green-glass70.jpg,4.0
cardboard721.jpg,1.0
white-glass472.jpg,4.0
brown-glass424.jpg,4.0
paper436.jpg,1.0
paper99.jpg,1.0
green-glass557.jpg,4.0
white-glass642.jpg,4.0
metal46.jpg,2.0
green-glass463.jpg,4.0
cardboard678.jpg,1.0
cardboard207.jpg,1.0
metal110.jpg,2.0
paper304.jpg,1.0
plastic568.jpg,3.0
plastic56.jpg,3.0
metal107.jpg,2.0
plastic69.jpg,3.0
green-glass433.jpg,4.0
paper351.jpg,1.0
plastic514.jpg,3.0
white-glass318.jpg,4.0
cardboard739.jpg,1.0
metal310.jpg,2.0
plastic304.jpg,3.0
plastic124.jpg,3.0
white-glass588.jpg,4.0
white-glass628.jpg,4.0
white-glass682.jpg,4.0
metal467.jpg,2.0
metal698.jpg,2.0
plastic12.jpg,3.0
paper470.jpg,1.0
paper658.jpg,1.0
cardboard806.jpg,1.0
paper802.jpg,1.0
brown-glass445.jpg,4.0
cardboard345.jpg,1.0
cardboard888.jpg,1.0
metal652.jpg,2.0
plastic382.jpg,3.0
brown-glass606.jpg,4.0
plastic323.jpg,3.0
metal27.jpg,2.0
cardboard505.jpg,1.0
metal188.jpg,2.0
paper423.jpg,1.0
cardboard95.jpg,1.0
brown-glass217.jpg,4.0
plastic757.jpg,3.0
plastic700.jpg,3.0
white-glass281.jpg,4.0
plastic532.jpg,3.0
plastic48.jpg,3.0
metal355.jpg,2.0
paper363.jpg,1.0
paper316.jpg,1.0
green-glass477.jpg,4.0
plastic75.jpg,3.0
paper857.jpg,1.0
paper315.jpg,1.0
cardboard829.jpg,1.0
white-glass341.jpg,4.0
brown-glass297.jpg,4.0
white-glass221.jpg,4.0
cardboard167.jpg,1.0
plastic237.jpg,3.0
cardboard145.jpg,1.0
brown-glass191.jpg,4.0
metal271.jpg,2.0
white-glass426.jpg,4.0
green-glass568.jpg,4.0
cardboard285.jpg,1.0
plastic597.jpg,3.0
paper466.jpg,1.0
white-glass493.jpg,4.0
metal503.jpg,2.0
cardboard544.jpg,1.0
cardboard512.jpg,1.0
white-glass278.jpg,4.0
cardboard858.jpg,1.0
paper567.jpg,1.0
green-glass381.jpg,4.0
cardboard225.jpg,1.0
plastic13.jpg,3.0
metal423.jpg,2.0
paper142.jpg,1.0
paper818.jpg,1.0
brown-glass140.jpg,4.0
brown-glass176.jpg,4.0
paper129.jpg,1.0
green-glass357.jpg,4.0
cardboard720.jpg,1.0
paper451.jpg,1.0
metal9.jpg,2.0
paper341.jpg,1.0
brown-glass568.jpg,4.0
paper669.jpg,1.0
green-glass509.jpg,4.0
cardboard764.jpg,1.0
green-glass10.jpg,4.0
green-glass392.jpg,4.0
green-glass622.jpg,4.0
paper679.jpg,1.0
cardboard434.jpg,1.0
plastic241.jpg,3.0
paper227.jpg,1.0
white-glass85.jpg,4.0
brown-glass461.jpg,4.0
brown-glass123.jpg,4.0
metal446.jpg,2.0
brown-glass228.jpg,4.0
cardboard416.jpg,1.0
plastic10.jpg,3.0
plastic491.jpg,3.0
cardboard111.jpg,1.0
green-glass247.jpg,4.0
cardboard156.jpg,1.0
brown-glass256.jpg,4.0
plastic771.jpg,3.0
brown-glass535.jpg,4.0
plastic152.jpg,3.0
metal746.jpg,2.0
white-glass129.jpg,4.0
plastic562.jpg,3.0
cardboard580.jpg,1.0
plastic308.jpg,3.0
plastic830.jpg,3.0
paper366.jpg,1.0
metal621.jpg,2.0
cardboard193.jpg,1.0
green-glass96.jpg,4.0
cardboard507.jpg,1.0
green-glass178.jpg,4.0
plastic189.jpg,3.0
white-glass92.jpg,4.0
cardboard556.jpg,1.0
white-glass118.jpg,4.0
plastic739.jpg,3.0
white-glass366.jpg,4.0
white-glass734.jpg,4.0
metal52.jpg,2.0
green-glass274.jpg,4.0
white-glass606.jpg,4.0
brown-glass559.jpg,4.0
green-glass323.jpg,4.0
brown-glass355.jpg,4.0
cardboard155.jpg,1.0
plastic753.jpg,3.0
green-glass369.jpg,4.0
brown-glass380.jpg,4.0
plastic773.jpg,3.0
paper299.jpg,1.0
brown-glass600.jpg,4.0
cardboard428.jpg,1.0
brown-glass114.jpg,4.0
paper148.jpg,1.0
plastic545.jpg,3.0
plastic314.jpg,3.0
cardboard161.jpg,1.0
metal678.jpg,2.0
green-glass468.jpg,4.0
metal144.jpg,2.0
paper604.jpg,1.0
metal564.jpg,2.0
cardboard370.jpg,1.0
green-glass71.jpg,4.0
brown-glass577.jpg,4.0
cardboard451.jpg,1.0
green-glass272.jpg,4.0
metal350.jpg,2.0
plastic188.jpg,3.0
paper126.jpg,1.0
plastic726.jpg,3.0
brown-glass128.jpg,4.0
green-glass623.jpg,4.0
brown-glass254.jpg,4.0
paper712.jpg,1.0
green-glass144.jpg,4.0
plastic136.jpg,3.0
metal323.jpg,2.0
plastic392.jpg,3.0
cardboard162.jpg,1.0
plastic664.jpg,3.0
metal266.jpg,2.0
white-glass543.jpg,4.0
plastic639.jpg,3.0
metal442.jpg,2.0
plastic393.jpg,3.0
paper25.jpg,1.0
paper613.jpg,1.0
white-glass670.jpg,4.0
cardboard818.jpg,1.0
green-glass72.jpg,4.0
white-glass90.jpg,4.0
cardboard635.jpg,1.0
green-glass107.jpg,4.0
white-glass745.jpg,4.0
brown-glass570.jpg,4.0
green-glass98.jpg,4.0
green-glass212.jpg,4.0
white-glass402.jpg,4.0
plastic295.jpg,3.0
paper932.jpg,1.0
green-glass253.jpg,4.0
green-glass200.jpg,4.0
plastic714.jpg,3.0
brown-glass161.jpg,4.0
cardboard453.jpg,1.0
white-glass36.jpg,4.0
plastic806.jpg,3.0
plastic673.jpg,3.0
white-glass553.jpg,4.0
brown-glass506.jpg,4.0
plastic206.jpg,3.0
brown-glass52.jpg,4.0
plastic630.jpg,3.0
brown-glass108.jpg,4.0
metal600.jpg,2.0
white-glass335.jpg,4.0
metal209.jpg,2.0
plastic558.jpg,3.0
white-glass299.jpg,4.0
green-glass501.jpg,4.0
white-glass60.jpg,4.0
green-glass355.jpg,4.0
brown-glass4.jpg,4.0
white-glass382.jpg,4.0
paper45.jpg,1.0
plastic385.jpg,3.0
white-glass8.jpg,4.0
brown-glass165.jpg,4.0
cardboard704.jpg,1.0
green-glass104.jpg,4.0
white-glass258.jpg,4.0
green-glass84.jpg,4.0
white-glass469.jpg,4.0
paper290.jpg,1.0
paper1024.jpg,1.0
cardboard58.jpg,1.0
green-glass309.jpg,4.0
metal519.jpg,2.0
cardboard398.jpg,1.0
metal237.jpg,2.0
brown-glass93.jpg,4.0
plastic64.jpg,3.0
paper132.jpg,1.0
cardboard172.jpg,1.0
green-glass194.jpg,4.0
brown-glass392.jpg,4.0
green-glass410.jpg,4.0
cardboard548.jpg,1.0
white-glass181.jpg,4.0
paper858.jpg,1.0
cardboard718.jpg,1.0
paper689.jpg,1.0
cardboard487.jpg,1.0
metal277.jpg,2.0
paper970.jpg,1.0
cardboard278.jpg,1.0
plastic349.jpg,3.0
cardboard819.jpg,1.0
white-glass152.jpg,4.0
brown-glass226.jpg,4.0
metal533.jpg,2.0
green-glass57.jpg,4.0
green-glass186.jpg,4.0
paper909.jpg,1.0
cardboard855.jpg,1.0
paper352.jpg,1.0
metal335.jpg,2.0
paper979.jpg,1.0
brown-glass136.jpg,4.0
metal718.jpg,2.0
cardboard791.jpg,1.0
green-glass78.jpg,4.0
paper144.jpg,1.0
white-glass33.jpg,4.0
plastic834.jpg,3.0
brown-glass477.jpg,4.0
brown-glass341.jpg,4.0
metal169.jpg,2.0
brown-glass310.jpg,4.0
brown-glass546.jpg,4.0
white-glass767.jpg,4.0
plastic123.jpg,3.0
plastic641.jpg,3.0
green-glass135.jpg,4.0
metal555.jpg,2.0
plastic361.jpg,3.0
plastic442.jpg,3.0
plastic552.jpg,3.0
green-glass373.jpg,4.0
green-glass312.jpg,4.0
plastic607.jpg,3.0
plastic398.jpg,3.0
cardboard374.jpg,1.0
brown-glass486.jpg,4.0
green-glass499.jpg,4.0
plastic180.jpg,3.0
green-glass431.jpg,4.0
cardboard272.jpg,1.0
plastic438.jpg,3.0
brown-glass519.jpg,4.0
paper917.jpg,1.0
green-glass106.jpg,4.0
paper908.jpg,1.0
green-glass627.jpg,4.0
green-glass561.jpg,4.0
plastic129.jpg,3.0
green-glass582.jpg,4.0
white-glass247.jpg,4.0
white-glass405.jpg,4.0
cardboard618.jpg,1.0
brown-glass409.jpg,4.0
cardboard591.jpg,1.0
paper187.jpg,1.0
plastic261.jpg,3.0
green-glass317.jpg,4.0
cardboard28.jpg,1.0
paper41.jpg,1.0
metal359.jpg,2.0
plastic397.jpg,3.0
metal639.jpg,2.0
plastic453.jpg,3.0
metal204.jpg,2.0
cardboard176.jpg,1.0
plastic527.jpg,3.0
paper622.jpg,1.0
green-glass335.jpg,4.0
green-glass140.jpg,4.0
paper78.jpg,1.0
brown-glass378.jpg,4.0
white-glass24.jpg,4.0
white-glass672.jpg,4.0
white-glass684.jpg,4.0
metal702.jpg,2.0
plastic621.jpg,3.0
green-glass313.jpg,4.0
green-glass268.jpg,4.0
cardboard190.jpg,1.0
brown-glass422.jpg,4.0
plastic130.jpg,3.0
cardboard459.jpg,1.0
paper445.jpg,1.0
green-glass487.jpg,4.0
metal584.jpg,2.0
green-glass616.jpg,4.0
plastic808.jpg,3.0
paper983.jpg,1.0
metal630.jpg,2.0
green-glass525.jpg,4.0
green-glass538.jpg,4.0
metal661.jpg,2.0
metal387.jpg,2.0
paper1032.jpg,1.0
cardboard787.jpg,1.0
brown-glass371.jpg,4.0
green-glass456.jpg,4.0
white-glass240.jpg,4.0
cardboard651.jpg,1.0
cardboard276.jpg,1.0
paper1049.jpg,1.0
white-glass150.jpg,4.0
metal155.jpg,2.0
white-glass194.jpg,4.0
metal524.jpg,2.0
plastic488.jpg,3.0
brown-glass394.jpg,4.0
paper891.jpg,1.0
plastic560.jpg,3.0
brown-glass267.jpg,4.0
metal603.jpg,2.0
brown-glass517.jpg,4.0
metal313.jpg,2.0
paper641.jpg,1.0
brown-glass275.jpg,4.0
metal36.jpg,2.0
plastic484.jpg,3.0
plastic779.jpg,3.0
plastic213.jpg,3.0
plastic460.jpg,3.0
brown-glass581.jpg,4.0
paper91.jpg,1.0
green-glass476.jpg,4.0
paper83.jpg,1.0
cardboard102.jpg,1.0
brown-glass87.jpg,4.0
green-glass302.jpg,4.0
brown-glass5.jpg,4.0
metal534.jpg,2.0
plastic490.jpg,3.0
brown-glass60.jpg,4.0
metal342.jpg,2.0
white-glass392.jpg,4.0
metal594.jpg,2.0
green-glass438.jpg,4.0
plastic347.jpg,3.0
plastic311.jpg,3.0
white-glass47.jpg,4.0
brown-glass209.jpg,4.0
metal58.jpg,2.0
green-glass339.jpg,4.0
metal321.jpg,2.0
metal399.jpg,2.0
paper20.jpg,1.0
paper830.jpg,1.0
cardboard807.jpg,1.0
brown-glass199.jpg,4.0
metal32.jpg,2.0
cardboard696.jpg,1.0
paper904.jpg,1.0
white-glass269.jpg,4.0
green-glass295.jpg,4.0
plastic499.jpg,3.0
metal288.jpg,2.0
brown-glass510.jpg,4.0
brown-glass569.jpg,4.0
metal749.jpg,2.0
paper625.jpg,1.0
brown-glass84.jpg,4.0
cardboard133.jpg,1.0
plastic504.jpg,3.0
cardboard461.jpg,1.0
green-glass353.jpg,4.0
white-glass140.jpg,4.0
brown-glass133.jpg,4.0
brown-glass236.jpg,4.0
paper442.jpg,1.0
green-glass159.jpg,4.0
paper291.jpg,1.0
brown-glass579.jpg,4.0
white-glass298.jpg,4.0
plastic312.jpg,3.0
cardboard406.jpg,1.0
cardboard569.jpg,1.0
green-glass14.jpg,4.0
paper776.jpg,1.0
paper275.jpg,1.0
paper225.jpg,1.0
green-glass387.jpg,4.0
paper961.jpg,1.0
brown-glass59.jpg,4.0
cardboard424.jpg,1.0
cardboard137.jpg,1.0
green-glass122.jpg,4.0
paper37.jpg,1.0
plastic356.jpg,3.0
white-glass348.jpg,4.0
plastic839.jpg,3.0
green-glass29.jpg,4.0
paper731.jpg,1.0
green-glass370.jpg,4.0
green-glass28.jpg,4.0
brown-glass474.jpg,4.0
plastic215.jpg,3.0
white-glass226.jpg,4.0
paper410.jpg,1.0
paper276.jpg,1.0
brown-glass459.jpg,4.0
white-glass775.jpg,4.0
paper328.jpg,1.0
cardboard132.jpg,1.0
brown-glass71.jpg,4.0
plastic94.jpg,3.0
brown-glass325.jpg,4.0
paper212.jpg,1.0
green-glass206.jpg,4.0
metal689.jpg,2.0
plastic576.jpg,3.0
white-glass741.jpg,4.0
white-glass528.jpg,4.0
paper758.jpg,1.0
metal651.jpg,2.0
plastic117.jpg,3.0
cardboard177.jpg,1.0
brown-glass349.jpg,4.0
paper855.jpg,1.0
paper1035.jpg,1.0
green-glass628.jpg,4.0
paper763.jpg,1.0
paper541.jpg,1.0
plastic157.jpg,3.0
brown-glass471.jpg,4.0
green-glass138.jpg,4.0
green-glass43.jpg,4.0
paper612.jpg,1.0
plastic563.jpg,3.0
metal197.jpg,2.0
plastic210.jpg,3.0
cardboard640.jpg,1.0
green-glass626.jpg,4.0
paper610.jpg,1.0
plastic425.jpg,3.0
plastic193.jpg,3.0
cardboard37.jpg,1.0
plastic544.jpg,3.0
cardboard852.jpg,1.0
paper427.jpg,1.0
plastic764.jpg,3.0
green-glass619.jpg,4.0
plastic743.jpg,3.0
paper1028.jpg,1.0
brown-glass301.jpg,4.0
paper348.jpg,1.0
paper51.jpg,1.0
cardboard362.jpg,1.0
white-glass652.jpg,4.0
paper1027.jpg,1.0
brown-glass370.jpg,4.0
paper196.jpg,1.0
brown-glass379.jpg,4.0
metal528.jpg,2.0
white-glass388.jpg,4.0
cardboard644.jpg,1.0
metal79.jpg,2.0
paper190.jpg,1.0
metal474.jpg,2.0
brown-glass388.jpg,4.0
cardboard489.jpg,1.0
metal725.jpg,2.0
brown-glass490.jpg,4.0
paper557.jpg,1.0
metal150.jpg,2.0
brown-glass279.jpg,4.0
plastic29.jpg,3.0
green-glass401.jpg,4.0
paper267.jpg,1.0
white-glass235.jpg,4.0
paper204.jpg,1.0
paper804.jpg,1.0
paper993.jpg,1.0
white-glass454.jpg,4.0
plastic616.jpg,3.0
green-glass37.jpg,4.0
cardboard17.jpg,1.0
white-glass306.jpg,4.0
green-glass150.jpg,4.0
brown-glass263.jpg,4.0
plastic542.jpg,3.0
cardboard509.jpg,1.0
metal76.jpg,2.0
green-glass338.jpg,4.0
metal227.jpg,2.0
white-glass718.jpg,4.0
plastic478.jpg,3.0
green-glass368.jpg,4.0
paper511.jpg,1.0
cardboard52.jpg,1.0
cardboard396.jpg,1.0
paper127.jpg,1.0
metal452.jpg,2.0
metal38.jpg,2.0
brown-glass515.jpg,4.0
white-glass63.jpg,4.0
cardboard575.jpg,1.0
metal726.jpg,2.0
green-glass382.jpg,4.0
plastic482.jpg,3.0
plastic68.jpg,3.0
cardboard610.jpg,1.0
green-glass176.jpg,4.0
metal697.jpg,2.0
metal224.jpg,2.0
white-glass548.jpg,4.0
paper387.jpg,1.0
white-glass108.jpg,4.0
green-glass108.jpg,4.0
cardboard730.jpg,1.0
cardboard832.jpg,1.0
metal571.jpg,2.0
brown-glass164.jpg,4.0
white-glass449.jpg,4.0
cardboard147.jpg,1.0
green-glass235.jpg,4.0
plastic100.jpg,3.0
paper1037.jpg,1.0
white-glass187.jpg,4.0
green-glass563.jpg,4.0
plastic656.jpg,3.0
metal49.jpg,2.0
cardboard423.jpg,1.0
green-glass65.jpg,4.0
cardboard320.jpg,1.0
plastic99.jpg,3.0
white-glass706.jpg,4.0
metal456.jpg,2.0
plastic270.jpg,3.0
metal136.jpg,2.0
white-glass680.jpg,4.0
metal563.jpg,2.0
white-glass131.jpg,4.0
green-glass532.jpg,4.0
metal173.jpg,2.0
paper523.jpg,1.0
paper48.jpg,1.0
metal641.jpg,2.0
plastic863.jpg,3.0
plastic629.jpg,3.0
cardboard211.jpg,1.0
cardboard602.jpg,1.0
white-glass77.jpg,4.0
metal51.jpg,2.0
white-glass422.jpg,4.0
white-glass730.jpg,4.0
metal769.jpg,2.0
paper943.jpg,1.0
white-glass497.jpg,4.0
brown-glass345.jpg,4.0
plastic197.jpg,3.0
brown-glass77.jpg,4.0
brown-glass235.jpg,4.0
plastic600.jpg,3.0
brown-glass208.jpg,4.0
plastic163.jpg,3.0
green-glass301.jpg,4.0
brown-glass526.jpg,4.0
green-glass299.jpg,4.0
paper1041.jpg,1.0
brown-glass33.jpg,4.0
plastic333.jpg,3.0
paper277.jpg,1.0
white-glass671.jpg,4.0
white-glass99.jpg,4.0
paper170.jpg,1.0
white-glass273.jpg,4.0
plastic524.jpg,3.0
paper981.jpg,1.0
green-glass537.jpg,4.0
plastic786.jpg,3.0
paper490.jpg,1.0
paper901.jpg,1.0
brown-glass218.jpg,4.0
cardboard443.jpg,1.0
paper848.jpg,1.0
metal26.jpg,2.0
paper517.jpg,1.0
metal559.jpg,2.0
white-glass466.jpg,4.0
plastic387.jpg,3.0
paper396.jpg,1.0
plastic319.jpg,3.0
green-glass117.jpg,4.0
white-glass673.jpg,4.0
paper247.jpg,1.0
green-glass157.jpg,4.0
green-glass204.jpg,4.0
cardboard367.jpg,1.0
cardboard233.jpg,1.0
green-glass600.jpg,4.0
cardboard672.jpg,1.0
plastic789.jpg,3.0
paper1011.jpg,1.0
white-glass683.jpg,4.0
white-glass39.jpg,4.0
green-glass610.jpg,4.0
paper485.jpg,1.0
white-glass323.jpg,4.0
green-glass227.jpg,4.0
paper842.jpg,1.0
paper987.jpg,1.0
cardboard761.jpg,1.0
plastic503.jpg,3.0
cardboard363.jpg,1.0
plastic804.jpg,3.0
plastic278.jpg,3.0
plastic634.jpg,3.0
paper911.jpg,1.0
cardboard725.jpg,1.0
paper994.jpg,1.0
white-glass201.jpg,4.0
brown-glass152.jpg,4.0
metal299.jpg,2.0
cardboard518.jpg,1.0
green-glass118.jpg,4.0
plastic374.jpg,3.0
metal389.jpg,2.0
cardboard30.jpg,1.0
plastic322.jpg,3.0
white-glass355.jpg,4.0
white-glass182.jpg,4.0
white-glass436.jpg,4.0
green-glass343.jpg,4.0
brown-glass35.jpg,4.0
green-glass276.jpg,4.0
white-glass15.jpg,4.0
cardboard637.jpg,1.0
plastic435.jpg,3.0
metal1.jpg,2.0
green-glass536.jpg,4.0
green-glass292.jpg,4.0
plastic481.jpg,3.0
white-glass534.jpg,4.0
cardboard779.jpg,1.0
plastic445.jpg,3.0
metal2.jpg,2.0
cardboard391.jpg,1.0
paper446.jpg,1.0
cardboard309.jpg,1.0
metal556.jpg,2.0
cardboard574.jpg,1.0
metal258.jpg,2.0
metal314.jpg,2.0
metal397.jpg,2.0
paper60.jpg,1.0
metal465.jpg,2.0
cardboard789.jpg,1.0
metal308.jpg,2.0
metal504.jpg,2.0
plastic419.jpg,3.0
white-glass146.jpg,4.0
paper637.jpg,1.0
green-glass587.jpg,4.0
plastic367.jpg,3.0
cardboard67.jpg,1.0
green-glass189.jpg,4.0
paper691.jpg,1.0
paper682.jpg,1.0
white-glass97.jpg,4.0
brown-glass131.jpg,4.0
white-glass728.jpg,4.0
paper781.jpg,1.0
paper805.jpg,1.0
plastic36.jpg,3.0
cardboard479.jpg,1.0
plastic738.jpg,3.0
white-glass139.jpg,4.0
brown-glass251.jpg,4.0
white-glass373.jpg,4.0
green-glass496.jpg,4.0
metal662.jpg,2.0
white-glass175.jpg,4.0
paper116.jpg,1.0
green-glass207.jpg,4.0
paper28.jpg,1.0
plastic40.jpg,3.0
cardboard80.jpg,1.0
plastic102.jpg,3.0
brown-glass513.jpg,4.0
brown-glass163.jpg,4.0
cardboard41.jpg,1.0
plastic154.jpg,3.0
plastic225.jpg,3.0
paper1026.jpg,1.0
white-glass539.jpg,4.0
white-glass737.jpg,4.0
metal41.jpg,2.0
paper242.jpg,1.0
green-glass156.jpg,4.0
paper468.jpg,1.0
metal604.jpg,2.0
green-glass549.jpg,4.0
plastic706.jpg,3.0
brown-glass284.jpg,4.0
paper655.jpg,1.0
plastic53.jpg,3.0
plastic827.jpg,3.0
cardboard101.jpg,1.0
white-glass34.jpg,4.0
white-glass583.jpg,4.0
white-glass43.jpg,4.0
paper594.jpg,1.0
metal39.jpg,2.0
brown-glass590.jpg,4.0
brown-glass574.jpg,4.0
metal103.jpg,2.0
cardboard825.jpg,1.0
cardboard23.jpg,1.0
white-glass17.jpg,4.0
white-glass120.jpg,4.0
paper982.jpg,1.0
metal138.jpg,2.0
cardboard729.jpg,1.0
plastic282.jpg,3.0
green-glass69.jpg,4.0
cardboard214.jpg,1.0
metal174.jpg,2.0
paper397.jpg,1.0
brown-glass31.jpg,4.0
white-glass23.jpg,4.0
metal34.jpg,2.0
white-glass62.jpg,4.0
paper639.jpg,1.0
brown-glass547.jpg,4.0
metal78.jpg,2.0
cardboard258.jpg,1.0
metal232.jpg,2.0
brown-glass82.jpg,4.0
metal761.jpg,2.0
plastic177.jpg,3.0
cardboard711.jpg,1.0
paper382.jpg,1.0
cardboard384.jpg,1.0
cardboard577.jpg,1.0
paper465.jpg,1.0
cardboard494.jpg,1.0
paper424.jpg,1.0
brown-glass170.jpg,4.0
cardboard14.jpg,1.0
white-glass89.jpg,4.0
plastic812.jpg,3.0
white-glass321.jpg,4.0
paper546.jpg,1.0
cardboard445.jpg,1.0
green-glass555.jpg,4.0
plastic239.jpg,3.0
cardboard213.jpg,1.0
brown-glass230.jpg,4.0
white-glass185.jpg,4.0
cardboard394.jpg,1.0
paper326.jpg,1.0
white-glass231.jpg,4.0
plastic659.jpg,3.0
cardboard752.jpg,1.0
paper250.jpg,1.0
paper357.jpg,1.0
cardboard863.jpg,1.0
brown-glass523.jpg,4.0
plastic348.jpg,3.0
paper920.jpg,1.0
white-glass211.jpg,4.0
green-glass221.jpg,4.0
brown-glass19.jpg,4.0
plastic221.jpg,3.0
paper582.jpg,1.0
cardboard614.jpg,1.0
green-glass127.jpg,4.0
plastic860.jpg,3.0
green-glass397.jpg,4.0
cardboard256.jpg,1.0
plastic128.jpg,3.0
brown-glass524.jpg,4.0
paper282.jpg,1.0
metal443.jpg,2.0
white-glass485.jpg,4.0
brown-glass348.jpg,4.0
paper510.jpg,1.0
metal154.jpg,2.0
metal283.jpg,2.0
white-glass322.jpg,4.0
white-glass629.jpg,4.0
cardboard203.jpg,1.0
cardboard492.jpg,1.0
cardboard771.jpg,1.0
metal131.jpg,2.0
paper408.jpg,1.0
white-glass664.jpg,4.0
plastic486.jpg,3.0
white-glass605.jpg,4.0
paper31.jpg,1.0
paper65.jpg,1.0
paper94.jpg,1.0
cardboard661.jpg,1.0
plastic93.jpg,3.0
green-glass33.jpg,4.0
paper531.jpg,1.0
cardboard359.jpg,1.0
green-glass191.jpg,4.0
plastic91.jpg,3.0
cardboard50.jpg,1.0
plastic16.jpg,3.0
plastic204.jpg,3.0
plastic330.jpg,3.0
paper722.jpg,1.0
plastic286.jpg,3.0
cardboard760.jpg,1.0
paper64.jpg,1.0
paper1040.jpg,1.0
paper130.jpg,1.0
plastic77.jpg,3.0
plastic305.jpg,3.0
plastic668.jpg,3.0
green-glass399.jpg,4.0
white-glass410.jpg,4.0
cardboard179.jpg,1.0
brown-glass319.jpg,4.0
brown-glass248.jpg,4.0
paper726.jpg,1.0
plastic43.jpg,3.0
white-glass294.jpg,4.0
metal747.jpg,2.0
metal327.jpg,2.0
green-glass129.jpg,4.0
paper836.jpg,1.0
green-glass164.jpg,4.0
paper159.jpg,1.0
white-glass198.jpg,4.0
green-glass296.jpg,4.0
white-glass13.jpg,4.0
white-glass532.jpg,4.0
cardboard754.jpg,1.0
cardboard282.jpg,1.0
cardboard703.jpg,1.0
paper252.jpg,1.0
metal669.jpg,2.0
plastic817.jpg,3.0
brown-glass125.jpg,4.0
cardboard513.jpg,1.0
paper93.jpg,1.0
cardboard835.jpg,1.0
plastic81.jpg,3.0
plastic745.jpg,3.0
green-glass60.jpg,4.0
metal113.jpg,2.0
metal360.jpg,2.0
paper268.jpg,1.0
white-glass202.jpg,4.0
metal201.jpg,2.0
brown-glass508.jpg,4.0
metal128.jpg,2.0
white-glass215.jpg,4.0
cardboard377.jpg,1.0
white-glass774.jpg,4.0
metal506.jpg,2.0
paper435.jpg,1.0
metal233.jpg,2.0
green-glass331.jpg,4.0
green-glass592.jpg,4.0
cardboard360.jpg,1.0
paper925.jpg,1.0
metal198.jpg,2.0
metal730.jpg,2.0
white-glass643.jpg,4.0
brown-glass34.jpg,4.0
paper1047.jpg,1.0
paper737.jpg,1.0
